"","fips","location","rpl_themes","e_pov150","e_unemp","e_hburd","e_nohsdp","e_uninsur","e_age65","e_age17","e_disabl","e_sngpnt","e_limeng","e_minrty","e_munit","e_mobile","e_crowd","e_noveh","e_groupq"
"81","44007000700","Census Tract 7; Providence County; Rhode Island",0.9837,1329,133,756,643,133,273,490,539,137,294,2310,518,0,33,580,183
"82","44007000800","Census Tract 8; Providence County; Rhode Island",0.8367,1115,200,807,369,225,688,154,986,33,373,2429,2563,0,117,1053,1462
"83","44007000900","Census Tract 9; Providence County; Rhode Island",0.8163,570,61,204,365,142,1210,84,219,74,35,591,327,12,0,328,1441
"84","44007001000","Census Tract 10; Providence County; Rhode Island",0.7959,1017,190,577,253,137,329,318,425,31,369,1168,475,0,42,383,0
"85","44007001100","Census Tract 11; Providence County; Rhode Island",0.3796,515,92,238,70,52,172,173,442,44,91,955,288,0,14,218,4
"86","44007001200","Census Tract 12; Providence County; Rhode Island",0.9878,2087,234,507,716,473,457,1506,479,285,1131,3622,457,0,172,344,105
"87","44007001300","Census Tract 13; Providence County; Rhode Island",0.6694,847,58,333,491,328,456,739,431,63,462,2178,234,0,39,126,36
"88","44007001400","Census Tract 14; Providence County; Rhode Island",0.9796,2362,324,693,1622,766,865,1775,1161,474,1424,6165,333,0,73,612,104
"89","44007001500","Census Tract 15; Providence County; Rhode Island",0.6816,786,93,282,556,316,509,620,269,54,435,2342,0,0,82,56,8
"90","44007001601","Census Tract 16.01; Providence County; Rhode Island",0.8857,1058,0,314,460,811,267,977,456,93,736,3174,159,0,71,187,32
"91","44007001602","Census Tract 16.02; Providence County; Rhode Island",0.7592,1393,233,617,812,358,593,1518,258,92,890,4435,0,0,101,133,0
"92","44007001700","Census Tract 17; Providence County; Rhode Island",0.7633,1116,373,669,369,136,326,1285,435,116,482,3786,49,0,43,97,13
"93","44007001800","Census Tract 18; Providence County; Rhode Island",0.9469,2644,294,792,934,1017,359,1664,1023,638,1110,6287,335,18,276,314,0
"94","44007001900","Census Tract 19; Providence County; Rhode Island",0.898,1866,289,757,229,153,476,1395,619,280,464,3284,827,0,154,307,58
"95","44007002000","Census Tract 20; Providence County; Rhode Island",0.8816,2743,319,643,378,146,516,2672,643,437,432,5106,544,0,185,342,954
"96","44007002101","Census Tract 21.01; Providence County; Rhode Island",0.6245,622,50,482,408,71,421,507,599,54,293,1850,0,0,23,140,6
"97","44007002102","Census Tract 21.02; Providence County; Rhode Island",0.7429,1183,167,635,804,202,619,1768,1026,577,562,5580,107,0,114,261,8
"98","44007002200","Census Tract 22; Providence County; Rhode Island",0.7469,1739,101,402,872,519,231,1857,482,305,638,5088,11,0,300,155,11
"99","44007002300","Census Tract 23; Providence County; Rhode Island",0.4776,827,250,613,202,256,846,478,616,0,74,1432,83,0,0,185,301
"100","44007002400","Census Tract 24; Providence County; Rhode Island",0.3102,1364,81,713,114,245,974,1091,982,339,130,3265,55,0,0,112,2954
"101","44007002500","Census Tract 25; Providence County; Rhode Island",0.5796,868,41,448,209,62,150,437,357,43,85,1368,1178,0,50,241,125
"102","44007002600","Census Tract 26; Providence County; Rhode Island",0.8571,1051,210,347,265,286,549,499,562,22,337,2131,267,0,75,349,0
"103","44007002700","Census Tract 27; Providence County; Rhode Island",1,2337,247,789,729,452,739,1076,1341,362,654,4116,395,0,137,504,175
"104","44007002801","Census Tract 28.01; Providence County; Rhode Island",0.8041,1137,155,318,124,794,329,1043,1059,200,196,2750,117,0,45,91,12
"105","44007002802","Census Tract 28.02; Providence County; Rhode Island",0.9347,943,151,672,434,162,433,493,655,54,191,2375,629,0,136,313,28
"106","44007002900","Census Tract 29; Providence County; Rhode Island",0.8612,2669,100,1373,811,324,830,1957,1081,507,749,5160,431,0,254,431,32
"107","44007003100","Census Tract 31; Providence County; Rhode Island",0.7551,1177,102,920,328,167,913,674,762,118,93,1846,732,0,0,692,337
"108","44007003200","Census Tract 32; Providence County; Rhode Island",0.0816,519,19,292,98,120,326,765,204,80,92,780,73,0,0,17,0
"109","44007003300","Census Tract 33; Providence County; Rhode Island",0.3143,518,153,459,154,138,790,647,423,132,68,881,85,0,0,130,248
"110","44007003400","Census Tract 34; Providence County; Rhode Island",0.1714,348,114,175,45,96,1018,1057,523,15,27,1281,266,0,15,129,71
"111","44007003500","Census Tract 35; Providence County; Rhode Island",0.4531,1389,62,959,206,104,1268,405,402,22,55,1306,795,0,0,604,121
"112","44007003601","Census Tract 36.01; Providence County; Rhode Island",0.502,477,259,408,43,81,165,80,228,0,24,1154,222,0,0,150,1082
"113","44007003602","Census Tract 36.02; Providence County; Rhode Island",0.1184,295,171,147,6,202,324,187,360,0,18,2333,43,0,0,41,4592
"114","44007003700","Census Tract 37; Providence County; Rhode Island",0.551,1077,125,483,159,315,278,160,429,25,86,1279,191,0,69,427,55
"115","44007010101","Census Tract 101.01; Providence County; Rhode Island",0.3265,434,69,423,328,152,663,844,625,47,112,489,202,0,7,18,19
"116","44007010102","Census Tract 101.02; Providence County; Rhode Island",0.6735,472,198,476,180,269,824,677,479,72,34,206,406,100,25,104,0
"117","44007010200","Census Tract 102; Providence County; Rhode Island",0.7673,1143,37,916,897,351,1275,923,774,157,323,2451,319,0,43,397,145
"118","44007010300","Census Tract 103; Providence County; Rhode Island",0.7306,969,142,535,744,151,818,673,710,102,224,1100,509,0,0,211,19
"119","44007010400","Census Tract 104; Providence County; Rhode Island",0.8735,1051,128,1136,809,288,1602,1184,1372,177,509,1824,918,0,163,579,119
"120","44007010501","Census Tract 105.01; Providence County; Rhode Island",0.698,1134,119,579,659,130,859,906,573,186,112,1348,484,0,7,227,208
"121","44007010502","Census Tract 105.02; Providence County; Rhode Island",0.5714,624,213,733,409,148,1074,657,575,18,18,1525,445,0,21,79,183
"122","44007010600","Census Tract 106; Providence County; Rhode Island",0.5265,1123,316,1001,504,98,1338,873,1074,0,55,1167,623,0,17,217,19
"123","44007010701","Census Tract 107.01; Providence County; Rhode Island",0.3959,254,32,318,148,57,621,258,210,48,54,304,161,0,0,27,21
"124","44007010702","Census Tract 107.02; Providence County; Rhode Island",0.0653,248,188,368,227,97,797,786,426,11,56,246,64,0,0,17,7
"125","44007010800","Census Tract 108; Providence County; Rhode Island",0.9755,2383,185,1162,1204,722,405,1675,1052,176,852,4274,451,0,79,714,106
"126","44007010900","Census Tract 109; Providence County; Rhode Island",0.9143,1814,141,650,1268,982,717,1434,455,153,1096,4273,184,0,69,262,558
"127","44007011000","Census Tract 110; Providence County; Rhode Island",0.8898,3345,249,1078,1837,802,402,2114,1014,189,836,5900,156,0,219,437,0
"128","44007011100","Census Tract 111; Providence County; Rhode Island",0.9592,1452,296,828,806,701,385,1078,766,218,547,3686,196,0,39,498,6
"129","44007011200","Census Tract 112; Providence County; Rhode Island",0.7714,945,14,747,989,996,866,828,963,148,652,1604,349,0,95,335,59
"130","44007011301","Census Tract 113.01; Providence County; Rhode Island",0.1551,583,63,409,333,19,724,1079,357,199,96,582,198,0,0,32,0
