STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH
44,1,30100,1400000US44001030100,44001030100,301.0,Bristol,RI,Rhode Island,"Census Tract 301, Bristol County, Rhode Island",4362.0,192.0,2294.0,0.5464,0.1121,0.3464,0.0736,0.7884,0.113,0.4295,0.163,1.4939,0.3352,0.0,0.7753,0.0,0.0,0.0,0.0,0.7753,0.4753,0.3853,0.6697,0.4403,1.4953,0.4394,0.0,0.5092,0.0,0.5092,0.1696,0.7289,0.7289,0.7289,5.0026,0.2892,0.223,0.223,0.223,0.2178,0.2025,0.1343,0.1481,0.5276,0.0409,0.2928,1.564,0.1231,0.6796,0.7724,0.2283,0.0,1.6803,0.2393,0.0,0.0,0.0,0.0,3.4673,0.0572,0.0,0.0,1.0,0.0,0.0,1.0,0.2,3.0,6.91,0.35,22.97,0.0,84.64,0.0,0.0,0.0,0.0,100.0,75.28,10.17,0.0,53.38,0.0,86.79,11.0,16.2769,4.5,2.2,13.5,27.0542,1.2,10.8,18.7,26.3,8.8,0.0,0.0,0.0,29.5,10.0,8.5,10.5,8.4,0.355,0.5713,0.8794,0.2073,0.1216
44,1,30200,1400000US44001030200,44001030200,302.0,Bristol,RI,Rhode Island,"Census Tract 302, Bristol County, Rhode Island",3258.0,194.0,4482.0,0.4706,0.0836,0.2706,0.0466,0.7467,0.1115,0.4441,0.1685,1.4708,0.3254,0.0,0.471,0.0,0.0,0.0,0.0,0.471,0.3096,0.4101,0.8034,0.2056,1.4191,0.3668,0.0,0.7123,0.0,0.7123,0.2848,0.6602,0.6602,0.6601,4.7334,0.2322,0.2492,0.2492,0.2492,0.1225,0.1604,0.2424,0.2731,0.1272,0.2059,0.33,1.4615,0.1076,0.4826,0.5094,0.1628,0.3205,1.4753,0.1344,0.0,0.0,0.0,0.0,3.186,0.0384,0.0,0.0,1.0,0.0,0.0,1.0,0.2,2.67,6.9,0.36,23.14,0.0,10.61,0.0,0.0,0.0,0.0,98.83,85.42,13.72,0.0,95.9,0.0,75.43,12.4,11.4487,3.8,3.0,19.5,15.8285,3.4,11.8,15.4,22.2,7.8,0.5,0.0,0.0,28.7,9.7,8.0,10.7,8.0,0.3085,0.4859,0.7983,0.1638,0.1393
44,1,30300,1400000US44001030300,44001030300,303.0,Bristol,RI,Rhode Island,"Census Tract 303, Bristol County, Rhode Island",4436.0,189.0,2083.0,0.5588,0.1178,0.3588,0.0792,0.7467,0.113,0.4295,0.1615,1.4507,0.3172,0.0,0.5598,0.0,0.0,0.0,0.0,0.5598,0.3524,0.446,0.7489,0.6974,1.8923,0.7479,0.0,0.609,0.0,0.609,0.2217,0.592,0.592,0.592,5.1038,0.3115,0.1932,0.1932,0.1932,0.0578,0.0493,0.3157,0.0843,0.1166,0.0409,0.0572,0.7218,0.0239,0.5377,0.8533,0.0901,0.4203,1.9014,0.4063,0.0,0.5072,0.5072,0.2492,3.3236,0.0473,0.0,0.0,1.0,0.0,0.0,1.0,0.2,2.67,6.91,0.35,22.92,0.0,24.95,0.0,0.0,0.0,0.0,93.73,81.43,6.78,0.0,75.69,0.0,63.14,9.5,7.5744,1.7,3.5,9.9,15.4903,1.2,3.9,16.3,28.2,6.4,0.9,0.0,0.3,27.6,9.3,8.1,9.5,7.5,0.249,0.3679,0.8173,0.118,0.0555
44,1,30400,1400000US44001030400,44001030400,304.0,Bristol,RI,Rhode Island,"Census Tract 304, Bristol County, Rhode Island",4075.0,186.0,1999.0,0.5215,0.1021,0.3215,0.0638,0.8187,0.1003,0.3702,0.1464,1.4356,0.3108,0.0,0.5568,0.0,0.0,0.0,0.0,0.5568,0.3509,0.5284,0.7754,0.4835,1.7873,0.6777,0.0,0.5938,0.0,0.5938,0.2126,0.6887,0.6887,0.6887,5.0622,0.3024,0.2019,0.2019,0.2019,0.0221,0.0451,0.0712,0.0076,0.0785,0.0,0.0265,0.251,0.0014,0.4767,0.8905,0.1346,0.2881,1.7899,0.3159,0.0,0.5527,0.5527,0.2891,2.7955,0.0191,0.0,0.0,1.0,0.0,0.0,1.0,0.2,3.33,6.81,0.31,22.42,0.0,24.39,0.0,0.0,0.0,0.0,71.78,83.37999999999998,9.39,0.0,72.31999999999998,0.0,81.11,9.9,4.319,1.6,1.6,2.5,13.9551,0.0,2.5,15.3,29.4,7.3,0.4,0.0,0.4,27.9,9.2,8.6,9.0,7.4,0.264,0.3389,0.8908,0.1101,0.0324
44,1,30500,1400000US44001030500,44001030500,305.0,Bristol,RI,Rhode Island,"Census Tract 305, Bristol County, Rhode Island",3136.0,228.0,2244.0,1.2212,0.4809,0.8212,0.3719,0.8187,0.0992,0.3993,0.1474,1.4646,0.3229,0.0,0.8577,0.0,0.0,0.0,0.0,0.8577,0.5172,1.0,0.8786,0.0133,1.8919,0.7475,0.0,0.7666,0.0,0.7666,0.3209,0.5259,0.5259,0.5259,5.5067,0.4025,0.1169,0.1169,0.1169,0.6571,0.6495,0.537,0.9029,0.8404,0.1073,0.5879,4.2821,0.6715,0.3978,0.1654,0.7848,0.0,1.348,0.0926,0.0,0.5876,0.5876,0.316,6.3346,0.4187,0.0,1.0,0.0,1.0,0.0,2.0,0.4,3.33,6.8,0.33,22.45,0.0,100.0,0.0,0.0,0.0,0.0,0.0,90.58,17.33,0.0,100.0,0.0,52.03,6.0,38.4714,13.6,5.1,71.3,40.8364,2.2,19.1,14.0,16.3,17.5,0.0,0.0,0.5,27.7,11.8,6.2,16.8,9.3,0.2541,0.8887,0.3868,0.319,0.7826
44,1,30601,1400000US44001030601,44001030601,306.01,Bristol,RI,Rhode Island,"Census Tract 306.01, Bristol County, Rhode Islan",3375.0,177.0,3524.0,0.9199,0.3061,0.5199,0.1597,0.7884,0.0959,0.3993,0.149,1.4326,0.3096,0.0,0.6879,0.0,0.0,0.0,0.0,0.6879,0.425,0.7688,0.52,0.6214,1.9102,0.7597,0.0,0.3287,0.0,0.3287,0.1089,0.5341,0.5341,0.5341,4.8935,0.2665,0.0999,0.0999,0.0999,0.1379,0.3525,0.1993,0.3329,0.5272,0.1808,0.2546,1.9852,0.1917,0.8412,0.3011,0.4676,0.3205,1.9304,0.4308,0.4558,0.7789,1.2347,0.7458,5.2502,0.2534,0.0,1.0,1.0,0.0,0.0,2.0,0.4,3.0,6.77,0.33,22.5,0.0,58.56,0.0,0.0,0.0,0.0,8.26,63.16,7.61,0.0,20.39,0.0,53.82,5.3,12.2807,7.0,2.7,22.4,27.045,3.1,9.8,22.4,19.2,12.1,0.5,0.5,1.9,31.2,10.5,8.1,12.7,9.1,0.4583,0.6964,0.8173,0.293,0.3505
44,1,30602,1400000US44001030602,44001030602,306.02,Bristol,RI,Rhode Island,"Census Tract 306.02, Bristol County, Rhode Islan",3977.0,250.0,2224.0,1.2461,0.4956,0.8461,0.3921,0.7884,0.0939,0.3993,0.1429,1.4245,0.3064,0.0,0.7961,0.0,0.0,0.0,0.0,0.7961,0.4862,1.0,0.6771,0.1756,1.8527,0.7227,0.0,0.6949,0.0,0.6949,0.2733,0.584,0.584,0.584,5.3522,0.3671,0.1094,0.1094,0.1094,0.3496,0.6252,0.4029,0.6306,0.5302,0.1467,0.6849,3.3701,0.4744,0.9143,0.1007,0.7888,0.5837,2.3875,0.8021,0.0,0.8396,0.8396,0.5077,6.7066,0.479,0.0,1.0,1.0,0.0,0.0,2.0,0.4,3.0,6.75,0.33,22.3,0.0,90.41,0.0,0.0,0.0,0.0,0.0,75.84999999999998,14.08,0.0,93.26,0.0,61.62,5.7,22.6783,12.9,4.1,40.7,27.1436,2.7,22.3,25.6,13.8,17.6,2.0,0.0,2.9,33.4,10.6,9.4,12.5,10.3,0.5882,0.718,0.9497,0.4476,0.3268
44,1,30700,1400000US44001030700,44001030700,307.0,Bristol,RI,Rhode Island,"Census Tract 307, Bristol County, Rhode Island",3412.0,436.0,2996.0,1.043,0.3803,0.843,0.3898,0.8187,0.0747,0.3551,0.121,1.3695,0.2843,0.0,0.8577,0.0,0.0,0.0,0.0,0.8577,0.5172,0.3853,0.8176,0.1654,1.3683,0.3185,0.0,0.7666,0.0,0.7666,0.3209,0.3547,0.3547,0.3547,4.7168,0.2291,0.2054,0.2054,0.2054,0.6198,0.6588,0.7959,0.8911,0.7986,0.4964,0.4549,4.7155,0.7544,0.674,0.1062,0.7716,0.6129,2.1647,0.6381,0.0,0.4452,0.4452,0.1995,7.5308,0.6139,0.0,1.0,0.0,0.0,0.0,1.0,0.2,3.33,6.57,0.3,21.54,0.0,100.0,0.0,0.0,0.0,0.0,100.0,86.43,14.21,0.0,100.0,0.0,26.79,10.1,36.2544,13.9,8.1,69.3,38.2772,7.0,15.2,18.6,14.1,17.2,2.3,0.0,0.2,29.1,11.3,7.4,14.8,9.0,0.3316,0.836,0.6609,0.2798,0.5944
44,1,30800,1400000US44001030800,44001030800,308.0,Bristol,RI,Rhode Island,"Census Tract 308, Bristol County, Rhode Island",6289.0,460.0,8462.0,0.9374,0.3164,0.5374,0.1702,0.8187,0.0711,0.3551,0.1086,1.3535,0.2786,0.0,0.6831,0.0,0.0,0.0,0.0,0.6831,0.4219,0.543,0.7286,0.3057,1.5773,0.5144,0.0,0.6091,0.0,0.6091,0.2218,0.4475,0.4475,0.4475,4.6705,0.2194,0.1829,0.1829,0.1829,0.4461,0.7247,0.2275,0.5911,0.6968,0.1896,0.6255,3.5013,0.504,0.3509,0.0463,0.1814,0.4409,1.0195,0.0385,0.0,0.9884,0.9884,0.6574,5.6921,0.318,0.0,1.0,0.0,1.0,0.0,2.0,0.4,3.33,6.53,0.3,21.13,0.0,57.04,0.0,0.0,0.0,0.0,67.23,79.79999999999998,12.46,0.0,75.73999999999998,0.0,39.65,9.0,27.2727,16.2,2.9,37.8,33.2464,3.2,20.3,13.2,9.0,8.1,1.0,0.0,45.4,21.1,11.5,5.0,16.3,6.2,0.0448,0.8594,0.1785,0.0467,0.7418
44,1,30901,1400000US44001030901,44001030901,309.01,Bristol,RI,Rhode Island,"Census Tract 309.01, Bristol County, Rhode Islan",5903.0,420.0,2442.0,0.5634,0.1199,0.3634,0.0813,0.8187,0.0808,0.3551,0.1204,1.375,0.2865,0.0,0.7662,0.0,0.0,0.0,0.0,0.7662,0.4703,0.7402,0.4775,0.387,1.6047,0.5374,0.0,0.3128,0.0,0.3128,0.1043,0.5298,0.5298,0.5298,4.5885,0.2041,0.1169,0.1169,0.1169,0.1407,0.6215,0.1223,0.0972,0.3184,0.0409,0.3264,1.6674,0.1394,0.8378,0.1912,0.2076,0.6298,1.8664,0.3766,0.0,0.8574,0.8574,0.521,4.5081,0.1593,0.0,1.0,0.0,0.0,0.0,1.0,0.2,3.33,6.63,0.3,21.52,0.0,82.12,0.0,0.0,0.0,0.0,12.94,59.63,11.17,0.0,18.04,0.0,52.94,6.0,12.4254,12.8,2.1,10.7,21.2626,1.2,11.7,22.3,17.0,8.5,2.5,0.0,3.3,29.3,10.4,7.4,13.0,8.7,0.3432,0.6732,0.6609,0.242,0.3852
44,1,30902,1400000US44001030902,44001030902,309.02,Bristol,RI,Rhode Island,"Census Tract 309.02, Bristol County, Rhode Islan",6541.0,500.0,5490.0,0.6687,0.1684,0.4687,0.1312,0.8187,0.0808,0.3399,0.1321,1.3715,0.2851,0.0,0.7508,0.0,0.0,0.0,0.0,0.7508,0.4618,0.5262,0.3854,0.3691,1.2807,0.2448,0.0,0.6358,0.0,0.6358,0.2364,0.5395,0.5395,0.5395,4.5783,0.2021,0.1911,0.1911,0.1911,0.2353,0.4881,0.2275,0.379,0.591,0.0257,0.3971,2.3437,0.2572,0.9376,0.2728,0.1628,0.4935,1.8667,0.3768,0.0,0.9396,0.9396,0.6006,5.3411,0.2666,0.0,0.0,1.0,0.0,0.0,1.0,0.2,3.33,6.63,0.29,21.93,0.0,77.54,0.0,0.0,0.0,0.0,72.40999999999998,51.64,11.46,0.0,81.72,0.0,54.89,9.4,17.1101,9.6,2.9,24.7,29.1667,0.9,13.6,27.5,18.7,7.8,1.3,0.0,8.4,32.5,10.2,9.5,11.6,9.4,0.536,0.6245,0.9543,0.3319,0.2276
44,3,20101,1400000US44003020101,44003020101,201.01,Kent,RI,Rhode Island,"Census Tract 201.01, Kent County, Rhode Island",6928.0,411.0,4979.0,0.6786,0.1731,0.4786,0.1365,0.7101,0.0605,0.5237,0.188,1.4823,0.3304,0.0,0.8577,0.0,0.0,0.0,0.0,0.8577,0.5172,1.0,0.2403,0.3795,1.6198,0.5504,0.0,0.6856,0.0,0.6856,0.2672,0.5752,0.5752,0.5752,5.2206,0.3374,0.2929,0.2929,0.2929,0.2859,0.4127,0.3157,0.4317,0.4427,0.1632,0.1993,2.2512,0.2401,0.6344,0.2407,0.3064,0.6298,1.8113,0.3325,0.0,0.0,0.0,0.0,4.3554,0.1412,0.0,1.0,0.0,0.0,0.0,1.0,0.2,2.33,6.41,0.42,23.73,0.0,100.0,0.0,0.0,0.0,0.0,0.0,37.45,11.28,0.0,91.64,0.0,60.18,14.9,19.5732,8.1,3.5,27.5,24.5797,2.9,8.3,17.9,18.1,9.9,2.5,0.0,0.0,32.1,11.1,7.3,13.2,9.3,0.5115,0.8076,0.6363,0.319,0.4088
44,3,20102,1400000US44003020102,44003020102,201.02,Kent,RI,Rhode Island,"Census Tract 201.02, Kent County, Rhode Island",4871.0,421.0,2175.0,0.8957,0.2915,0.4957,0.1464,0.7101,0.0672,0.5115,0.1871,1.4759,0.3276,0.0,0.8228,0.0,0.0,0.0,0.0,0.8228,0.5001,0.6765,0.683,0.1334,1.4929,0.4372,0.0,0.5922,0.0,0.5922,0.2118,0.5652,0.5652,0.5652,4.949,0.2784,0.1996,0.1996,0.1996,0.4003,0.1788,0.0266,0.5548,0.7041,0.5229,0.2214,2.6089,0.3104,0.5139,0.2303,0.2772,0.3491,1.3705,0.0988,0.0,0.8001,0.8001,0.4755,4.9791,0.2173,0.0,1.0,0.0,1.0,0.0,2.0,0.4,2.33,6.49,0.41,23.7,0.0,96.43,0.0,0.0,0.0,0.0,26.78,76.29,14.61,0.0,72.01,0.0,58.77,9.8,25.1363,4.1,0.9,35.1,33.5657,7.4,8.9,15.9,17.9,9.5,0.6,0.0,2.2,33.7,12.2,7.0,16.5,11.1,0.605,0.9175,0.5632,0.5479,0.7587
44,3,20200,1400000US44003020200,44003020200,202.0,Kent,RI,Rhode Island,"Census Tract 202, Kent County, Rhode Island",4569.0,411.0,3897.0,1.2764,0.5117,0.8764,0.4168,0.7101,0.0702,0.4853,0.1934,1.459,0.3207,0.0,0.8577,0.0,0.0,0.0,0.0,0.8577,0.5172,0.4702,0.7787,0.3192,1.5681,0.5064,0.5673,0.2499,0.0,0.8172,0.4049,0.6149,0.6149,0.6149,5.3169,0.3589,0.3827,0.3827,0.3827,0.6558,0.4736,0.159,0.7997,0.7801,0.3021,0.7844,3.9547,0.6031,0.4519,0.3456,0.8095,0.4409,2.0479,0.5369,0.0,0.5527,0.5527,0.2891,6.938,0.5175,0.0,1.0,0.0,1.0,0.0,2.0,0.4,2.33,6.52,0.39,23.88,0.0,100.0,0.0,0.0,0.0,0.0,88.23,83.62,12.28,50.51,9.61,0.0,66.95,20.6,38.3891,9.3,2.4,56.7,37.2247,4.5,26.4,14.9,19.9,18.1,1.0,0.0,0.4,33.9,12.3,6.8,16.7,10.8,0.6164,0.9233,0.516,0.5105,0.7746
44,3,20300,1400000US44003020300,44003020300,203.0,Kent,RI,Rhode Island,"Census Tract 203, Kent County, Rhode Island",5468.0,529.0,3792.0,1.4704,0.6087,0.8704,0.4116,0.7101,0.072,0.4583,0.1884,1.4288,0.3081,0.0,0.8577,0.0,0.0,0.0,0.0,0.8577,0.5172,0.3853,0.8629,0.0677,1.3159,0.2735,0.6714,0.0,0.0,0.6714,0.2589,0.5615,0.5615,0.5615,4.8353,0.254,0.3259,0.3259,0.3259,0.8054,0.6361,0.2138,0.9018,0.9579,0.2588,0.7715,4.5453,0.7226,0.4578,0.3715,0.9657,0.3749,2.1699,0.6424,0.0,0.5072,0.5072,0.2492,7.5483,0.6164,1.0,1.0,0.0,1.0,0.0,3.0,0.6,2.33,6.54,0.37,23.74,0.0,100.0,0.0,0.0,0.0,0.0,100.0,89.51,15.6,78.01,0.0,0.0,58.19,16.9,48.8844,13.2,2.8,71.1,52.4764,4.0,25.8,15.0,20.3,25.5,0.7,0.0,0.3,35.4,13.1,6.4,18.7,12.0,0.695,0.9573,0.4287,0.6463,0.8928
44,3,20400,1400000US44003020400,44003020400,204.0,Kent,RI,Rhode Island,"Census Tract 204, Kent County, Rhode Island",2938.0,247.0,1152.0,1.1196,0.4243,0.7196,0.2941,0.7101,0.0788,0.4295,0.1912,1.4096,0.3009,0.0,0.8514,0.0,0.0,0.0,0.0,0.8514,0.5141,0.4703,0.7686,0.2289,1.4678,0.4131,0.7891,0.0,0.0,0.7891,0.368,0.4389,0.4389,0.4389,4.9568,0.2802,0.2472,0.2472,0.2472,0.3998,0.7272,0.908,0.732,0.7318,0.1227,0.4366,4.0581,0.6257,0.3222,0.2782,0.5721,0.477,1.6495,0.2202,0.0,0.5072,0.5072,0.2492,6.462,0.4394,0.0,1.0,0.0,1.0,0.0,2.0,0.4,2.33,6.61,0.35,23.82,0.0,99.81,0.0,0.0,0.0,0.0,88.2,82.87999999999998,13.44,100.0,0.0,0.0,38.5,12.3,25.1113,16.3,11.3,49.5,34.8267,2.4,14.7,12.7,18.8,13.6,1.2,0.0,0.3,32.6,12.0,6.8,15.8,9.9,0.5419,0.9042,0.516,0.3955,0.6957
44,3,20500,1400000US44003020500,44003020500,205.0,Kent,RI,Rhode Island,"Census Tract 205, Kent County, Rhode Island",4170.0,330.0,2363.0,1.7057,0.7126,1.1057,0.5992,0.7101,0.0837,0.5237,0.219,1.5365,0.353,0.0,0.8297,0.0,0.9031,0.0,0.0,1.7328,0.8363,0.4616,0.4696,0.4012,1.3324,0.2879,0.5981,0.5592,0.0,1.1573,0.5549,0.6122,0.6122,0.6122,6.3712,0.5991,0.3259,0.3259,0.3259,0.3002,0.6623,0.8675,0.5794,0.6406,0.2588,0.5216,3.8304,0.5768,0.7693,0.1557,0.7152,0.5232,2.1634,0.6371,0.0,0.5527,0.5527,0.2891,6.8724,0.5066,1.0,1.0,1.0,0.0,0.0,3.0,0.6,2.33,6.66,0.42,24.55,0.0,97.61000000000001,0.0,52.64,0.0,0.0,90.39,58.9,10.89,58.43,64.54,0.0,66.36,16.9,20.293,14.0,9.8,36.9,31.009,4.0,17.1,20.5,16.0,16.0,1.5,0.0,0.4,37.0,12.0,8.2,15.2,11.6,0.7656,0.9042,0.8343,0.6052,0.6368
44,3,20601,1400000US44003020601,44003020601,206.01,Kent,RI,Rhode Island,"Census Tract 206.01, Kent County, Rhode Island",6202.0,301.0,2622.0,0.6306,0.1495,0.4306,0.111,0.7101,0.0679,0.3551,0.1578,1.2909,0.2554,0.0,0.6966,0.0,0.0,0.0,0.0,0.6966,0.4302,0.5833,0.5007,0.7009,1.7849,0.676,0.5546,0.0,0.0,0.5546,0.1919,0.5098,0.5098,0.5098,4.8368,0.2544,0.1666,0.1666,0.1666,0.1488,0.4127,0.6762,0.3229,0.2904,0.2409,0.0598,2.1517,0.2212,0.2941,0.5316,0.4816,0.1916,1.4989,0.1441,0.0,0.8299,0.8299,0.4989,4.6471,0.1762,0.0,1.0,0.0,0.0,0.0,1.0,0.2,2.33,6.5,0.3,22.8,0.0,61.2,0.0,0.0,0.0,0.0,54.46,61.57,6.75,47.51,0.0,0.0,49.42,8.2,12.8456,8.1,6.4,21.9,20.5333,3.8,4.0,12.2,22.5,12.3,0.1,0.0,2.7,31.1,11.3,7.0,13.9,9.0,0.4524,0.836,0.5632,0.2798,0.4916
44,3,20602,1400000US44003020602,44003020602,206.02,Kent,RI,Rhode Island,"Census Tract 206.02, Kent County, Rhode Island",3463.0,270.0,3163.0,1.5759,0.6568,0.7759,0.3365,0.7101,0.0567,0.3844,0.1926,1.3438,0.2748,0.0,0.8197,0.0,0.0,0.0,0.0,0.8197,0.4985,1.0,0.5453,0.3324,1.8777,0.7386,0.0,0.0,0.0,0.0,0.0,0.6248,0.6248,0.6247,4.666,0.2188,0.2092,0.2092,0.2092,0.4895,0.6588,0.1343,0.325,0.7873,0.5229,0.3898,3.3076,0.4603,0.8647,0.1239,0.8832,0.4409,2.3127,0.7525,0.9037,0.4452,1.3489,0.7976,7.1784,0.5571,1.0,1.0,1.0,1.0,0.0,4.0,0.8,2.33,6.36,0.32,23.86,0.0,95.83,0.0,0.0,0.0,0.0,0.0,65.23,12.08,0.0,0.0,0.0,68.89,10.3,29.4032,13.9,2.2,22.0,37.6261,7.4,13.4,23.2,14.9,20.4,1.0,21.0,0.2,36.0,12.4,7.9,15.9,11.7,0.7232,0.9292,0.778,0.6162,0.7053
44,3,20603,1400000US44003020603,44003020603,206.03,Kent,RI,Rhode Island,"Census Tract 206.03, Kent County, Rhode Island",6506.0,344.0,4912.0,1.4726,0.6097,0.8726,0.4133,0.7101,0.0541,0.4149,0.1384,1.3175,0.2652,0.0,0.797,0.0,0.0,0.0,0.0,0.797,0.4867,1.0,0.6087,0.4068,2.0155,0.825,0.0,0.5148,0.0,0.5148,0.1723,0.6257,0.6257,0.6256,5.2705,0.3488,0.1643,0.1643,0.1643,0.3751,0.4881,0.76,0.4423,0.5991,0.1467,0.4939,3.3052,0.4598,0.7693,0.1761,0.9228,0.5727,2.4409,0.8331,0.6849,0.3832,1.0681,0.6895,6.9785,0.5238,1.0,1.0,1.0,0.0,0.0,3.0,0.6,2.33,6.32,0.34,22.15,0.0,90.61000000000001,0.0,0.0,0.0,0.0,0.0,70.52,10.78,0.0,54.54,0.0,69.15,8.1,23.8926,9.6,7.5,28.1,29.4516,2.7,16.3,20.5,16.6,22.2,1.9,4.3,0.1,35.5,11.6,8.0,14.2,10.9,0.7002,0.8701,0.7983,0.5229,0.5265
44,3,20604,1400000US44003020604,44003020604,206.04,Kent,RI,Rhode Island,"Census Tract 206.04, Kent County, Rhode Island",5480.0,359.0,1963.0,1.1663,0.4508,0.5663,0.1891,0.7101,0.063,0.4295,0.1756,1.3782,0.2876,0.0,0.8078,0.0,0.0,0.0,0.0,0.8078,0.4923,0.7153,0.8875,0.3684,1.9712,0.7988,0.0,0.0,0.0,0.0,0.0,0.6252,0.6252,0.6252,4.7824,0.2426,0.1851,0.1851,0.1851,0.4868,0.4284,0.1726,0.6949,0.5859,0.1632,0.3707,2.9025,0.3713,0.5077,0.435,0.793,0.5232,2.2589,0.7138,0.0,0.3832,0.3832,0.1614,5.7297,0.3237,1.0,1.0,1.0,0.0,0.0,3.0,0.6,2.33,6.44,0.35,23.35,0.0,93.21,0.0,0.0,0.0,0.0,17.65,91.15,11.5,0.0,0.0,0.0,68.97,9.1,29.2692,8.4,2.5,46.1,28.981,2.9,12.9,15.8,21.2,17.7,1.5,0.0,0.1,34.9,11.9,7.5,15.3,10.6,0.6708,0.8966,0.6866,0.4854,0.6465
44,3,20701,1400000US44003020701,44003020701,207.01,Kent,RI,Rhode Island,"Census Tract 207.01, Kent County, Rhode Island",1798.0,105.0,556.0,0.7992,0.2367,0.5992,0.21,0.7467,0.0418,0.1617,0.0833,1.0335,0.1737,0.9542,0.4336,0.0,0.0,0.0,0.0,1.3878,0.7139,0.7029,0.3616,0.9453,2.0098,0.8218,0.3175,0.0,0.0,0.3175,0.1056,0.4841,0.4841,0.4841,5.2327,0.3404,0.175,0.175,0.175,0.2448,0.6215,0.0712,0.0091,0.6753,0.1808,0.4618,2.2645,0.2429,0.6162,0.2728,0.6885,0.4935,2.071,0.5584,0.0,0.7789,0.7789,0.4597,5.2894,0.2588,0.0,1.0,0.0,0.0,0.0,1.0,0.2,2.67,6.12,0.18,20.15,12.68,6.92,0.0,0.0,0.0,0.0,20.51,49.59,3.83,6.71,0.0,0.0,45.33,8.6,17.573,12.8,1.6,2.8,32.3529,3.1,15.4,17.6,18.7,15.5,1.3,0.0,1.9,33.0,11.6,7.2,14.0,9.5,0.5657,0.8701,0.6113,0.344,0.5033
44,3,20702,1400000US44003020702,44003020702,207.02,Kent,RI,Rhode Island,"Census Tract 207.02, Kent County, Rhode Island",4505.0,289.0,1861.0,0.8493,0.2647,0.4493,0.1207,0.7101,0.0457,0.1445,0.0971,0.9974,0.164,0.9292,0.453,0.0,0.0,0.0,0.0,1.3822,0.7119,1.0,0.3585,0.9003,2.2588,0.9394,0.0,0.1733,0.0,0.1733,0.0671,0.3682,0.3682,0.3682,5.1799,0.3283,0.0277,0.0277,0.0277,0.1565,0.2798,0.1117,0.065,0.1664,0.0848,0.2326,1.0968,0.0606,0.7226,0.3788,0.4816,0.0,1.583,0.1829,0.7397,0.7238,1.4635,0.8591,4.171,0.121,0.0,1.0,1.0,0.0,0.0,2.0,0.4,2.33,6.19,0.17,20.69,1.36,8.71,0.0,0.0,0.0,0.0,0.0,49.33,4.5,0.0,0.16,0.0,28.61,2.1,13.2323,5.8,2.0,8.6,17.0975,1.9,9.2,19.5,20.4,12.3,0.0,7.0,1.3,34.5,11.1,7.8,13.1,9.8,0.65,0.8076,0.7565,0.3826,0.397
