"","geoid","location","rpl_eji","e_ozone","e_pm","e_dslpm","e_totcr","e_npl","e_tri","e_tsd","e_rmp","e_coal","e_lead","e_park","e_houage","e_wlkind","e_rail","e_road","e_airprt","e_impwtr","ep_minrty","ep_pov200","ep_nohsdp","ep_unemp","ep_renter","ep_houbdn","ep_uninsur","ep_noint","ep_age65","ep_age17","ep_disabl","ep_limeng","ep_mobile","ep_groupq","ep_bphigh","ep_asthma","ep_cancer","ep_mhlth","ep_diabetes"
"230","44009051102","Census Tract 511.02, Washington County, Rhode Is",0.2597,2.67,5.85,0.22,18.89,0,13.52,0,0,0,0,58.1,47.64,6.44,18.11,32.2,0,82.39,3.9,20.8414,3.3,5.2,22.8,31.7157,4,9.6,25.3,14.7,9.1,0,3.9,0.2,34.8,11.3,8.8,12.4,10.2
"231","44009051201","Census Tract 512.01, Washington County, Rhode Is",0.5052,2.67,5.84,0.29,19.27,17.52,85.77,0,0,0,0,48.06,50.62,9.42,99.54,20.36,0,83.61,23,25.689,7.8,9.4,30.5,25.1131,4.7,7.9,14.5,21.1,8.6,0.2,0,2,30.6,11.7,7.8,13.1,9.2
"232","44009051202","Census Tract 512.02, Washington County, Rhode Is",0.494,3,5.83,0.34,19.44,6.88,57.23,0,0,0,0,98.58,61.46,13.88,69.58,92.59,0,82.07,10.1,26.2798,5.3,7.7,40.3,26.7757,3.8,11.5,21.4,16.6,13,0.8,0,0.1,31.3,11.2,8.7,12.2,9.1
"233","44009051302","Census Tract 513.02, Washington County, Rhode Is",0.1753,3.67,5.81,0.28,18.95,0,0,0,0,0,0,70.36,64.96,5.44,0.33,58.84,0,39.95,2.9,11.6844,1.3,9.9,13.2,22.0551,2.7,6.4,28.2,13.6,11.7,0,9.2,0,32.8,10.4,9.2,10.6,9.1
"234","44009051304","Census Tract 513.04, Washington County, Rhode Is",0.1768,3,5.83,0.23,19,0,0.04,0,0,0,0,44.22,38.21,5.5,3.01,60.68,0,68.39,3.5,9.541,2.5,1.8,8.7,19.8007,0.3,10.7,32.1,15.9,12.8,0,9.4,0.3,34.3,10.6,9.7,10.4,9.6
"235","44009051305","Census Tract 513.05, Washington County, Rhode Is",0.483,2.67,5.86,0.28,19.56,25.45,12.83,0,0,0,0,28.07,44.23,7.67,4.35,92.22,0,77.97,7.8,16.4447,5.2,2.3,33.1,27.3211,3.7,12.4,29.3,15.4,15.2,0.4,0.6,3.3,32.5,10.7,9.1,11.1,9.1
"236","44009051306","Census Tract 513.06, Washington County, Rhode Is",0.3324,2.33,5.86,0.22,19.61,4.12,19.36,0,0,0,0,57.88,48.56,7.83,52.97,42.04,2.65,84.02,9.8,11.43,3.3,3.7,23.6,16.028,3.3,6.2,20.1,20.3,4.5,0.9,0,2,28.6,10.3,7.7,10.8,7.8
"237","44009051400","Census Tract 514, Washington County, Rhode Islan",0.4765,2.33,5.88,0.24,19.87,88.02,1.91,0,0,0,0,3.16,56.84,17,86.64,73.45,0,82.67,24.8,42.1053,10.8,14.9,48.4,39.8693,2.7,6.5,1.2,1.9,8,0.5,0,93.7,11.2,15,1.1,24.9,2.2
"238","44009051502","Census Tract 515.02, Washington County, Rhode Is",0.0407,3.67,5.87,0.29,18.79,0,43.49,0,0,0,0,71.43,51.01,12.13,0,27.56,0,51.53,4.2,17.9409,2.2,3.5,19.8,17.8221,0.6,5.9,17.6,14.7,9,0.5,0,0,27.4,10.8,7.1,12,7.4
"239","44009051503","Census Tract 515.03, Washington County, Rhode Is",0.2577,4,5.81,0.4,19.53,0,0,0,0,0,0,92.4,62.41,12.39,1.21,33.64,0,58.58,8.5,33.8911,3.9,5.9,43,36.6577,1.4,14.4,27.9,7.1,10.8,0.1,0,1.6,29.9,11.6,7.9,13.1,8.9
"240","44009051504","Census Tract 515.04, Washington County, Rhode Is",0.2684,3.67,5.79,0.37,18.92,0,0,0,0,0,0,99.8,64.42,13,1.59,14.83,0,41.23,10.7,31.6599,1.6,5.4,33.3,40.7647,0.8,12.6,33,11.9,10.9,1.7,2.1,0.2,29.6,11.8,7.5,13.8,9.3
